row_id,split,rouge1_f1,rouge1_p,rouge1_r,rouge2_f1,rouge2_p,rouge2_r,rougeL_f1,rougeL_p,rougeL_r,bleu,meteor,parole_generate
425,train,0.35491606714628304,0.3070539419087137,0.42045454545454547,0.09244992295839753,0.07281553398058252,0.12658227848101267,0.14958448753462605,0.11392405063291139,0.21774193548387097,0.0591045620083395,0.4730103912350738,461
1639,train,0.2794520547945205,0.19767441860465115,0.4766355140186916,0.059027777777777776,0.03990610328638498,0.11333333333333333,0.12322274881516587,0.081419624217119,0.2532467532467532,0.026750874526266753,0.4664344032120343,473
1739,train,0.3597122302158273,0.28735632183908044,0.4807692307692308,0.1072463768115942,0.08026030368763558,0.1615720524017467,0.156062424969988,0.10887772194304858,0.2754237288135593,0.04720887665158255,0.5255404561877722,568
1952,train,0.40957446808510634,0.3615023474178404,0.4723926380368098,0.14075286415711946,0.11621621621621622,0.17842323651452283,0.17851739788199697,0.14532019704433496,0.23137254901960785,0.10993421404114113,0.544234586138788,392
2082,train,0.32142857142857145,0.28125,0.375,0.10801963993453356,0.0891891891891892,0.13692946058091288,0.16071428571428573,0.12796208530805686,0.216,0.030568645584676552,0.4864236351217527,411
2847,train,0.3947939262472885,0.3382899628252788,0.4739583333333333,0.15364583333333331,0.12394957983193278,0.20205479452054795,0.1572254335260116,0.12252252252252252,0.21935483870967742,0.09604321178278226,0.5530546193792467,547
3003,train,0.37535014005602246,0.3526315789473684,0.40119760479041916,0.08440366972477063,0.07419354838709677,0.09787234042553192,0.15410958904109587,0.13043478260869565,0.18828451882845187,0.049405102305255626,0.4324913394981105,337
4558,train,0.37922077922077924,0.3427230046948357,0.42441860465116277,0.09897610921501707,0.0855457227138643,0.11740890688259109,0.15241057542768277,0.1279373368146214,0.18846153846153846,0.055040375467680556,0.4957347840936372,386
4679,train,0.2928039702233251,0.19865319865319866,0.5566037735849056,0.08284023668639054,0.05303030303030303,0.1891891891891892,0.11351351351351352,0.07179487179487179,0.2709677419354839,0.03550152194161126,0.4999911084232296,577
5164,train,0.428927680798005,0.315018315018315,0.671875,0.24307692307692313,0.17248908296943233,0.4114583333333333,0.24825662482566246,0.17416829745596868,0.4320388349514563,0.14367644539528082,0.6342454435573395,500
5229,train,0.36111111111111116,0.325,0.40625,0.1461038961038961,0.12064343163538874,0.18518518518518517,0.16597510373443983,0.12931034482758622,0.23166023166023167,0.06082785039498854,0.5187835379171023,453
5697,train,0.3713355048859935,0.30319148936170215,0.4789915966386555,0.09696969696969697,0.075,0.13714285714285715,0.13781512605042018,0.10024449877750612,0.22043010752688172,0.03131017464029599,0.508869094846628,401
6078,train,0.2838709677419355,0.2082018927444795,0.44594594594594594,0.05827814569536423,0.04081632653061224,0.10185185185185185,0.11471321695760599,0.07944732297063903,0.2062780269058296,0.03761738741102665,0.44852056690366804,581
6140,train,0.45776566757493187,0.3925233644859813,0.5490196078431373,0.21416803953871502,0.16624040920716113,0.30092592592592593,0.2061349693251534,0.14310051107325383,0.3684210526315789,0.10946878394036573,0.553238127542001,582
6338,train,0.13402061855670103,0.20967741935483872,0.09848484848484848,0.026578073089700997,0.04040404040404041,0.019801980198019802,0.09999999999999999,0.09349593495934959,0.10747663551401869,0.017021819887999844,0.13812154524811757,246
6619,train,0.34300791556728233,0.325,0.36312849162011174,0.10810810810810811,0.09846153846153846,0.1198501872659176,0.17257318952234207,0.15176151761517614,0.2,0.05000536306186621,0.4429171973732362,365
6698,train,0.37122969837587005,0.33472803347280333,0.4166666666666667,0.14571428571428569,0.12814070351758794,0.16887417218543047,0.17109826589595378,0.13703703703703704,0.2276923076923077,0.10151521357548349,0.5050339555555556,522
6717,train,0.5267857142857143,0.5315315315315315,0.5221238938053098,0.24719101123595505,0.22564102564102564,0.2732919254658385,0.23350253807106597,0.2062780269058296,0.26900584795321636,0.15504819210128906,0.5959124648569101,218
7296,train,0.36190476190476195,0.2889733840304182,0.4840764331210191,0.11239193083573487,0.08783783783783784,0.156,0.16174582798459564,0.12209302325581395,0.23954372623574144,0.04512126310701753,0.5584399630973856,512
9144,train,0.3152173913043478,0.25327510917030566,0.4172661870503597,0.09183673469387756,0.07142857142857142,0.12857142857142856,0.16012558869701726,0.1223021582733813,0.2318181818181818,0.050109929886872816,0.4839317873839891,408
10189,train,0.36962025316455693,0.32158590308370044,0.43452380952380953,0.17666666666666667,0.14763231197771587,0.21991701244813278,0.22535211267605634,0.18701298701298702,0.28346456692913385,0.14543516186021233,0.47921248073213685,383
